Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Day,Month,Year,orderd_hours,orderd_minutes,picked_hours,picked_minutes,Delivery_time
23.0,4.7,21.157729,72.768726,21.197729,72.808726,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,3,2022,15,35,15,40,13
23.0,4.6,18.543626,73.905101,18.583626,73.945101,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,3,2022,14,15,14,25,23
38.0,4.6,19.1813,72.836191,19.2413,72.896191,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,21,3,2022,20,10,20,20,30
38.0,4.0,21.173343,72.792731,21.193343,72.812731,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,9,3,2022,9,35,9,40,27
21.0,4.8,12.297954,76.665169,12.407954,76.775169,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,23,3,2022,19,59,20,5,24
33.0,4.6,11.006686,76.951736,11.046686,76.991736,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,1,4,2022,16,35,16,40,27
23.0,4.8,11.016298,76.972076,11.096298,77.052076,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,2,3,2022,22,10,22,25,29
35.0,4.6,19.055831,72.833984,19.095831,72.873984,Fog,High,0,Meal,motorcycle,1.0,No,Urban,19,3,2022,13,50,13,55,30
38.0,4.5,21.149669,72.772629,21.279669,72.902629,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,8,3,2022,17,25,17,35,22
36.0,4.9,18.546947,73.900626,18.556947,73.910626,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,30,3,2022,8,50,9,0,25
39.0,4.9,0.0,0.0,0.01,0.01,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,15,3,2022,9,10,9,15,24
25.0,4.5,12.323225,76.630028,12.363225,76.670028,Stormy,High,1,Buffet,motorcycle,1.0,No,Urban,17,3,2022,14,45,14,55,14
38.0,5.0,13.005801,80.250744,13.025801,80.270744,Sunny,High,2,Buffet,motorcycle,0.0,No,Metropolitian,21,3,2022,11,45,11,50,17
,,19.1813,72.836191,19.1913,72.846191,,,2,Snack,motorcycle,1.0,No,Metropolitian,7,3,2022,18,31,11,45,33
29.0,4.7,12.934365,77.616155,12.944365,77.626155,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,3,2022,8,10,8,25,19
26.0,5.0,19.120083,72.907385,19.230083,73.017385,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,6,4,2022,18,35,18,40,20
32.0,4.8,18.554382,73.798206,18.584382,73.828206,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,9,3,2022,22,40,22,50,10
25.0,4.8,13.022394,80.242439,13.152394,80.372439,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,14,3,2022,21,15,21,30,23
33.0,3.8,26.913483,75.803139,27.023483,75.913139,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,4,3,2022,17,40,17,45,38
30.0,4.8,22.753839,75.897429,22.763838,75.907429,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,30,3,2022,10,50,10,55,23
,,19.1093,72.825451,19.1893,72.905451,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,8,3,2022,18,31,18,35,22
27.0,4.6,0.0,0.0,0.06,0.06,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,17,2,2022,21,15,21,25,24
23.0,4.6,21.173493,72.801953,21.243493,72.871953,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,8,3,2022,17,55,18,0,25
39.0,4.5,26.766536,75.837333,26.826536,75.897333,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,3,2022,21,40,21,55,18
31.0,4.0,26.914142,75.805704,26.974142,75.865704,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,,26,3,2022,22,50,23,5,31
36.0,4.2,21.175975,72.795503,21.195975,72.815503,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,3,4,2022,9,25,9,30,25
27.0,3.3,15.51315,73.78346,15.64315,73.91346,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,16,2,2022,22,15,22,30,39
24.0,4.5,19.876219,75.346017,19.926219,75.396017,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,15,2,2022,17,15,17,30,20
27.0,4.6,0.0,0.0,0.05,0.05,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,2,2022,23,50,24,5,18
34.0,4.8,13.044694,80.26147,13.104694,80.32147,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,3,4,2022,22,0,22,5,29
38.0,4.0,26.49095,80.318656,26.62095,80.448656,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,18,2,2022,21,10,21,15,40
27.0,4.6,30.890184,75.829615,30.910184,75.849615,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,13,2,2022,10,59,11,15,12
23.0,4.9,26.892312,75.806896,26.912312,75.826896,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,3,2022,9,0,9,15,17
27.0,4.5,19.121999,72.908493,19.251999,73.038493,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,18,3,2022,17,50,18,5,13
25.0,4.6,17.45971,78.368855,17.47971,78.388855,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,5,3,2022,11,20,11,25,21
21.0,4.9,11.003008,76.97544,11.113008,77.08544,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,3,2022,17,50,18,5,38
26.0,4.6,12.972161,77.596014,13.032161,77.656014,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,3,2022,17,50,18,5,23
32.0,4.9,19.121999,72.908493,19.191999,72.978493,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,29,3,2022,23,50,24,0,17
34.0,5.0,21.186884,72.793616,21.246884,72.853616,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,30,3,2022,21,15,21,20,39
28.0,4.8,12.981615,80.231598,13.031615,80.281598,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,24,3,2022,21,55,22,10,12
27.0,4.5,18.994237,72.825553,19.034237,72.865553,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,5,3,2022,16,55,17,10,12
39.0,4.9,17.45971,78.368855,17.49971,78.408855,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,3,2022,12,40,12,55,29
22.0,4.3,26.483042,80.317833,26.503042,80.337833,Windy,Low,0,Buffet,motorcycle,,No,Metropolitian,17,2,2022,9,15,9,25,20
21.0,5.0,0.0,0.0,0.08,0.08,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,10,3,2022,20,25,20,30,28
29.0,5.0,26.483672,80.320708,26.553672,80.390708,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,18,2,2022,22,59,23,5,26
20.0,4.9,12.906229,77.596791,12.936229,77.626791,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,5,3,2022,20,50,21,5,19
27.0,4.6,11.008638,76.984311,11.048638,77.024311,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,30,3,2022,14,10,14,15,17
31.0,4.7,18.927584,72.832585,19.007584,72.912585,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,10,3,2022,18,15,18,30,37
32.0,4.7,-27.165108,78.015053,27.225108,78.075053,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,13,2,2022,20,55,21,10,31
33.0,4.1,26.902908,75.792934,26.922908,75.812934,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,3,2022,9,55,10,10,22
27.0,4.3,11.022169,76.999594,11.062169,77.039594,Windy,High,0,Meal,motorcycle,0.0,No,Urban,15,3,2022,12,25,12,30,31
30.0,4.7,26.921411,75.793604,26.961411,75.833604,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,5,3,2022,13,0,13,5,29
32.0,4.7,22.728163,75.884212,22.808163,75.964212,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,4,3,2022,19,0,19,5,38
25.0,4.5,22.310526,73.170937,22.420526,73.280937,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,4,4,2022,23,25,23,35,29
29.0,4.9,26.892312,75.806896,27.032312,75.946896,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Urban,12,3,2022,19,30,19,40,24
33.0,4.7,23.355164,85.324097,23.395164,85.364097,Sunny,High,1,Buffet,scooter,1.0,No,Metropolitian,5,4,2022,13,20,13,25,23
34.0,4.6,9.985497,76.276999,9.995497,76.286999,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,17,2,2022,9,40,9,45,20
28.0,4.6,21.160437,72.774209,21.170437,72.784209,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,24,3,2022,10,25,10,30,19
25.0,4.7,27.201725,78.007553,27.291725,78.097553,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,12,2,2022,17,50,18,5,12
26.0,4.4,11.003008,76.97544,11.053009,77.02544,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,7,3,2022,19,30,19,40,33
22.0,4.5,11.006686,76.951736,11.046686,76.991736,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,19,3,2022,12,40,12,55,23
,,12.986047,80.218114,13.016047,80.248114,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,17,3,2022,18,31,22,5,27
23.0,4.8,10.994136,76.963303,11.054136,77.023303,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,19,3,2022,20,40,20,50,28
35.0,4.7,22.732225,75.874765,22.812225,75.954765,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,31,3,2022,18,55,19,5,27
38.0,3.7,0.0,0.0,0.09,0.09,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,3,2022,23,10,23,15,32
24.0,4.6,11.001852,76.976268,11.011852,76.986268,Stormy,Low,2,Drinks,scooter,,No,Urban,3,3,2022,9,40,9,55,11
25.0,4.5,12.299524,76.64262,12.309524,76.65262,Fog,Low,1,Meal,scooter,0.0,No,Urban,24,3,2022,10,55,11,5,11
21.0,4.8,11.024839,77.007003,11.154839,77.137003,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,3,2022,17,20,17,30,38
29.0,4.8,26.471529,80.313458,26.561529,80.403458,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,14,2,2022,23,10,23,15,24
39.0,4.8,19.003517,72.82765,19.023517,72.84765,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,7,3,2022,10,50,11,5,19
33.0,4.6,0.0,0.0,0.05,0.05,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,15,3,2022,19,0,19,5,25
38.0,4.5,19.1813,72.836191,19.3113,72.966191,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,14,3,2022,22,25,22,35,19
28.0,5.0,0.0,0.0,0.11,0.11,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,10,3,2022,17,55,18,0,28
25.0,4.8,19.221315,72.862381,19.291315,72.932381,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,31,3,2022,23,40,23,55,21
26.0,5.0,13.027018,80.254791,13.087018,80.314791,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,15,3,2022,18,30,18,40,18
36.0,4.8,23.374989,85.335486,23.414989,85.375486,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,7,3,2022,16,55,17,5,23
37.0,4.9,13.049645,80.242268,13.069645,80.262268,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,11,3,2022,8,30,8,35,23
36.0,4.8,15.498603,73.826911,15.588603,73.916911,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,18,2,2022,18,30,18,35,36
15.0,1.0,-13.091809,80.219104,13.111809,80.239104,,,3,Buffet,scooter,0.0,No,Metropolitian,3,3,2022,18,31,11,50,33
29.0,4.8,26.913987,75.752891,27.053987,75.892891,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,3,2022,21,55,22,5,31
37.0,4.6,17.45971,78.368855,17.46971,78.378855,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,3,4,2022,8,50,9,0,25
26.0,4.8,22.725835,75.887648,22.775835,75.937648,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,1,3,2022,18,40,18,55,14
35.0,4.5,17.433809,78.386744,17.473809,78.426744,Fog,Medium,2,Meal,electric_scooter,1.0,No,Urban,3,3,2022,16,25,16,35,19
23.0,4.6,22.725835,75.887648,22.815835,75.977648,Windy,Low,2,Buffet,scooter,1.0,,,18,3,2022,23,35,23,45,10
36.0,5.0,17.450851,78.379347,17.500851,78.429347,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,26,3,2022,17,40,17,45,30
29.0,2.7,30.893081,75.821495,30.973081,75.901495,Sunny,Low,2,Drinks,scooter,2.0,No,Metropolitian,18,2,2022,23,45,23,50,38
37.0,4.8,12.972532,77.608179,13.022532,77.658179,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,17,3,2022,17,55,18,5,15
27.0,4.6,12.321214,76.621094,12.331214,76.631094,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,15,3,2022,10,30,10,35,15
31.0,4.7,12.970221,77.645396,13.040221,77.715396,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,2,3,2022,18,10,18,20,25
31.0,4.8,12.337978,76.616792,12.357978,76.636792,Fog,Low,0,Buffet,motorcycle,1.0,No,,11,3,2022,8,25,8,30,21
29.0,4.8,17.455894,78.375467,17.515894,78.435467,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,3,2022,18,20,18,30,15
24.0,4.8,13.064181,80.236442,13.174181,80.346442,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,8,3,2022,19,50,19,59,34
29.0,4.7,12.913041,77.683237,12.933041,77.703237,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,13,3,2022,10,0,10,15,19
34.0,5.0,18.569156,73.774723,18.609156,73.814723,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,1,3,2022,16,35,16,45,28
25.0,4.6,18.563934,73.915367,18.653934,74.005367,Fog,Jam,2,Snack,electric_scooter,1.0,Yes,Metropolitian,20,3,2022,21,50,22,5,41
26.0,4.7,18.53408,73.89852,18.59408,73.95852,Windy,Jam,1,Meal,scooter,0.0,No,Urban,15,3,2022,21,40,21,45,11
22.0,4.9,21.149834,72.778666,21.199834,72.828666,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,17,3,2022,20,30,20,40,16
34.0,4.6,23.374878,85.335739,23.504878,85.465739,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,8,3,2022,17,55,18,5,48
20.0,4.2,11.022169,76.999594,11.032169,77.009594,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,15,3,2022,8,45,9,0,28
21.0,4.5,11.02091,76.940432,11.04091,76.960432,Sandstorms,Low,2,Drinks,scooter,0.0,No,Urban,19,3,2022,9,35,9,40,17
33.0,4.9,26.90519,75.810753,27.04519,75.950753,Fog,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,29,3,2022,21,30,21,45,48
39.0,4.8,12.978453,77.643685,13.038453,77.703685,Cloudy,Low,2,Snack,motorcycle,1.0,No,Urban,7,3,2022,22,35,22,40,18
23.0,4.6,22.74806,75.8934,22.78806,75.9334,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,15,3,2022,14,10,14,25,20
21.0,4.7,12.979096,77.640625,12.989096,77.650625,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,1,3,2022,8,15,8,25,12
24.0,4.2,26.479108,80.315042,26.489108,80.325042,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,2,2022,10,55,11,5,25
26.0,4.7,11.008638,76.984311,11.098638,77.074311,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,16,3,2022,21,40,21,45,16
21.0,4.8,25.450377,81.834236,25.540377,81.924236,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,18,2,2022,23,50,23,55,14
26.0,4.8,13.022394,80.242439,13.032394,80.252439,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,1,3,2022,10,55,10,59,24
36.0,4.2,17.440827,78.393391,17.460827,78.413391,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,3,2022,10,30,10,40,32
30.0,5.0,22.538999,88.322337,22.618999,88.402337,Fog,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,14,2,2022,20,45,21,0,53
22.0,4.8,23.355164,85.324097,23.385164,85.354097,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,28,3,2022,21,40,21,50,21
37.0,4.6,22.695207,75.866059,22.705207,75.876059,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,3,3,2022,11,40,11,45,34
33.0,4.9,21.15276,72.778059,21.24276,72.868059,Fog,Jam,2,Drinks,electric_scooter,2.0,Yes,Metropolitian,20,3,2022,19,55,19,59,44
22.0,4.6,23.234249,77.434007,23.254249,77.454007,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,15,2,2022,11,15,11,20,26
25.0,4.8,12.304569,76.643622,12.314569,76.653622,Windy,Low,2,Buffet,scooter,1.0,No,Urban,17,3,2022,10,50,11,5,19
38.0,4.9,12.972161,77.596014,13.032161,77.656014,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,28,3,2022,22,55,23,10,18
27.0,4.6,21.15276,72.778059,21.26276,72.888059,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,16,3,2022,17,30,17,35,16
21.0,4.5,22.310329,73.169083,22.370329,73.229083,Fog,Low,1,Meal,scooter,1.0,No,Urban,26,3,2022,23,20,23,30,18
35.0,5.0,13.066762,80.251865,13.176762,80.361865,Windy,Low,1,Snack,motorcycle,1.0,No,Urban,23,3,2022,22,35,22,50,17
31.0,4.5,19.121999,72.908493,19.161999,72.948493,Cloudy,High,0,Snack,motorcycle,1.0,No,Urban,13,3,2022,13,15,13,30,26
27.0,4.8,27.159795,78.04299,27.219795,78.10299,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,15,2,2022,19,40,19,55,20
23.0,4.1,0.0,0.0,0.04,0.04,Sunny,High,0,Drinks,motorcycle,0.0,No,Semi-Urban,13,2,2022,12,55,13,0,48
24.0,4.9,26.88842,75.800689,26.99842,75.910689,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,4,3,2022,23,40,23,55,27
35.0,4.3,22.577821,88.400581,22.597821,88.420581,Fog,High,1,Buffet,motorcycle,,No,Metropolitian,13,2,2022,11,55,12,5,33
27.0,4.5,12.933284,77.615428,12.973284,77.655428,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,9,3,2022,14,40,14,50,24
,,21.186884,72.793616,21.276884,72.883616,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,25,3,2022,18,31,22,30,26
,,0.0,0.0,0.11,0.11,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,10,3,2022,18,31,21,35,36
24.0,4.4,19.221315,72.862381,19.251315,72.892381,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,3,2022,22,20,22,25,29
27.0,4.6,15.496162,73.825364,15.586162,73.915364,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,12,2,2022,20,20,20,35,41
38.0,4.7,26.913987,75.752891,27.053987,75.892891,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,3,2022,22,35,22,45,29
37.0,5.0,18.569156,73.774723,18.649156,73.854723,Fog,Jam,2,Drinks,electric_scooter,0.0,No,Urban,6,3,2022,19,45,19,59,41
35.0,4.3,21.157735,72.768778,21.187735,72.798778,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,26,3,2022,21,0,21,15,34
25.0,4.7,21.173343,72.792731,21.183343,72.802731,Cloudy,Low,2,Meal,motorcycle,0.0,No,Urban,28,3,2022,10,45,10,55,13
22.0,5.0,-15.157944,73.950889,15.217944,74.010889,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,2,2022,18,50,18,55,27
29.0,4.6,12.914264,77.6784,12.944264,77.7084,Fog,Low,2,Snack,electric_scooter,0.0,No,Urban,17,3,2022,22,25,22,40,14
20.0,5.0,15.49395,73.827423,15.57395,73.907423,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,16,2,2022,20,35,20,45,36
35.0,4.6,23.374878,85.335739,23.414878,85.375739,Stormy,Medium,1,Snack,scooter,1.0,No,Urban,3,4,2022,15,45,16,0,30
22.0,4.6,26.88842,75.800689,26.92842,75.840689,Stormy,High,2,Snack,motorcycle,1.0,No,Metropolitian,5,4,2022,12,10,12,25,17
35.0,4.8,19.121999,72.908493,19.151999,72.938493,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,13,3,2022,23,10,23,25,21
39.0,3.5,22.695207,75.866059,22.805207,75.976059,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,25,3,2022,19,40,19,55,42
30.0,4.7,26.913726,75.75282,27.003726,75.842821,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,12,3,2022,22,50,22,59,22
22.0,4.6,12.906229,77.596791,13.016229,77.706791,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,6,4,2022,20,10,20,15,39
30.0,4.9,26.910262,75.783013,26.980262,75.853013,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,3,2022,17,30,17,40,28
20.0,4.7,22.761226,75.887522,22.831226,75.957521,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,18,3,2022,22,59,23,10,13
38.0,4.1,19.254567,72.848923,19.384567,72.978923,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,20,3,2022,22,20,22,35,37
34.0,4.8,12.321214,76.621094,12.381214,76.681094,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,11,3,2022,23,15,23,25,15
23.0,2.5,11.001753,76.986241,11.071753,77.056241,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,8,3,2022,23,55,24,0,35
31.0,4.7,22.753839,75.897429,22.813838,75.957429,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,19,3,2022,19,35,19,50,26
33.0,4.0,26.892312,75.806896,26.962312,75.876896,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,2,4,2022,17,10,17,15,43
26.0,4.8,11.003681,76.975525,11.023681,76.995525,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,11,3,2022,10,40,10,50,21
21.0,4.6,22.307898,73.167788,22.397898,73.257788,Windy,Low,1,Drinks,scooter,1.0,No,Urban,10,3,2022,23,40,23,55,19
37.0,4.7,18.53408,73.89852,18.66408,74.02852,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,12,3,2022,23,40,23,50,27
34.0,4.6,0.0,0.0,0.04,0.04,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,3,2022,15,35,15,40,24
25.0,4.5,21.17106,72.789292,21.25106,72.869292,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,18,3,2022,20,45,20,50,18
29.0,4.7,22.308096,73.167753,22.388096,73.247753,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,12,3,2022,20,35,20,50,39
29.0,4.5,30.346994,78.062543,30.416994,78.132543,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,2,2022,22,20,22,30,16
26.0,4.6,12.98041,77.640489,13.09041,77.750489,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,2,3,2022,20,35,20,45,23
37.0,5.0,11.022169,76.999594,11.112169,77.089594,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,4,4,2022,23,10,23,25,19
21.0,4.6,13.026286,80.275235,13.136286,80.385235,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,6,3,2022,17,20,17,30,25
27.0,5.0,23.233219,77.433571,23.243219,77.443571,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,15,2,2022,10,25,10,30,15
28.0,4.6,26.902328,75.794257,26.982328,75.874257,Fog,Low,2,Meal,scooter,1.0,No,,4,3,2022,22,40,22,50,22
38.0,4.8,0.0,0.0,0.01,0.01,Stormy,Low,2,Buffet,scooter,1.0,No,Urban,17,2,2022,9,15,9,30,22
26.0,4.6,12.975377,77.696664,13.055377,77.776664,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,25,3,2022,18,55,19,0,31
29.0,5.0,15.561295,73.749478,15.651295,73.839478,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,14,2,2022,17,10,17,25,43
,,12.972161,77.596014,13.102161,77.726014,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,6,3,2022,23,45,24,0,17
26.0,4.9,23.351489,85.324253,23.441489,85.414253,Sunny,Medium,1,Snack,motorcycle,0.0,No,Urban,27,3,2022,18,40,18,55,14
32.0,4.6,13.049645,80.242268,13.109645,80.302268,Fog,Medium,1,Meal,scooter,1.0,No,Urban,3,4,2022,17,35,17,50,17
36.0,4.1,23.333017,85.3172,23.463017,85.4472,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,8,3,2022,18,25,18,40,40
28.0,4.9,0.0,0.0,0.13,0.13,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,31,3,2022,22,55,22,59,27
30.0,4.4,12.914264,77.6784,12.954264,77.7184,Cloudy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,28,3,2022,14,10,14,25,33
34.0,4.6,23.354422,85.3329,23.464422,85.4429,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,2,4,2022,23,50,23,55,19
,,12.933298,77.614293,12.983298,77.664293,,,3,Drinks,scooter,1.0,No,Urban,30,3,2022,18,31,22,35,16
31.0,4.8,30.885915,75.788259,30.925915,75.828259,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,15,2,2022,14,40,14,45,33
27.0,4.3,18.636215,73.751081,18.666215,73.781081,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,3,4,2022,23,10,23,25,22
26.0,4.6,12.323225,76.630028,12.343225,76.650028,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,13,3,2022,9,25,9,40,15
36.0,3.8,22.553227,88.353273,22.643227,88.443273,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,2,2022,19,35,19,40,33
26.0,4.6,13.045479,80.23311,13.065479,80.25311,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,5,3,2022,9,50,10,5,14
20.0,4.7,22.310237,73.158921,22.390237,73.238921,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,23,3,2022,21,40,21,50,31
24.0,4.5,23.351489,85.324253,23.441489,85.414253,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,10,3,2022,19,25,19,40,19
